1 -6 -0.001402940447798186870642071867682716070834127066299699475295379548451260901863232183019002561992286559 0.0001781968011495938258013830906586721309872179571734613510323587831627232472474441829844429257992963016
1 -5.8 -0.001766196347933256917904448049247458459143821943797174364501201929181320306449684212903734622718985111 0.0002243363500551631639312654507093285874300506242886741351718190247950663525686470317998180618914400911
1 -5.6 -0.002223507403462652395561153058260309562753754180176833049406607803353450781556495089330003534237548728 0.0002824224700708611414500025965161516968707325593001725257481010579056906127685341172138448707537983371
1 -5.4 -0.002799225860974701603243284798449734442426229087955561052160771668537107497143309162628733006944799273 0.0003555483020706690672957775696700599899318346381363097942799094865997313325763544645061637213251406857
1 -5.2 -0.003524008364150379465805989290099646001762845339358888342793536067460903059005951285026018861043106188 0.0004476077503514559143392340241869122052102293450284890140714937792307865453930607193661910938175812976
1 -5 -0.004436447308866303408736711454383044512486433110872479255047777636506973676050729206686270097695726634 0.0005635026918993083102595484209566887071371320126492229769282481266941125423140159406134524701846750812
1 -4.8 -0.005585123588985215490791935431314858155082926147113879579693410743003363170300501696125370591955314192 0.0007094037092909243889408063275023054905251863481510495583581130463087271619517688315488047286039076169
1 -4.6 -0.007031188837990848687928270530842552197459057705195856802002945756433501607621418469679924304805564406 0.0008930780783853583950776587434900305450700273151979743555357492955675780136805502568358962044857949208
1 -4.4 -0.008851612264438220235459265681229686221331336130600863624603041925127785633285734489771751397945867012 0.001124302170498332079318768352640588865015485681316336060513471801501626759253279252723819655833956793
1 -4.2 -0.0111432601685556737049180441126996469651601722475195533740076841038384927054163373602276425485119379 0.001415379618950117371810479529473575654633251866551279466235795003952159801180227085001303201083713474
1 -4 -0.01402801578031636784602257632352595447626067905196902433656026684855853974008047917836666735770871777 0.001781791623765336766836171662925501683604829778243308740683359510140936854320120746632571970703901579
1 -3.8 -0.01765919291378088595129525984245550145076380848602531672120957133247039258457884894813756356310633316 0.002243011592586143833732943657167891644382360644127426377846066006713239301950517587725532251115615488
1 -3.6 -0.02222954682174535486312108466953013117231430317632500781339757649044297923188584164511724456429449493 0.00282352265262364605404320780466448455545349716495449738701730604884720115836154865911242352725797939
1 -3.4 -0.02798123287415274867876775414208870062117896926925275355303107831877770838713375233732265457962953575 0.003554082568665905055847573931495459131303498412195034588990879481716222423765331530491642612712346221
1 -3.2 -0.03521809231982942956482268493296722165756820734008094933184867164340975189444389956985713178225459471 0.004473284239423004983117624132531603872295363100849585944003325879381597396500307464209064074854262503
1 -3 -0.04432061963045856920944120181823257366977602115258399603949421498035893967134636063666870720422777842 0.005629456799474719073645925521053587516504988136325181750789845415715990367358761995870773181959988511
1 -2.8 -0.05576381565495525944756604922451810201284075895918390180725153180186799355232983708169864635666401483 0.007082933267198878625870150580739024739183258510997787553023946126974426790590704625773303882063124388
1 -2.6 -0.07013771098780096801731617879802112811586758973314009120197288591210427712407443512686470227027094427 0.00890865735434176822882730050480349520241640132000785367891371371927294786214431373388941599377763702
1 -2.4 -0.08816937692792954080637130347318165382507380270951909209892075480016020634319519324128633175421807345 0.01119897922436259189039401139169381891091596396871200090293284741271435694345814362188861173857444649
1 -2.2 -0.1107432157091737358730105422427312357114955097265086010121816382925937606558929114493729748512347419 0.01406623268960947217813725892651122854237156154441091465547141532092161033703317777785139339043968257
1 -2 -0.1389123598923090392672535279134345744426868778154069223108918345679436744496309609989837791955967153 0.01764418312395212549991729877229229875338262758230253001743964775569871460733487901230509975462118336
1 -1.8 -0.1738867970368066899070359451913927924011884159351902109311720670315803065075963667300328733143326228 0.02208651909832524278163371666057563547325128743801917905201707294073050263552250480240341280115375488
1 -1.6 -0.2169719672976136788438267245314117994187130751769649301318414970337987714330922714919645104860453817 0.02755905325293666204328499544740225331512274598729269899709002361633052825889972459775750324202880548
1 -1.4 -0.2694153759973377254347611166391532342592706528530678467677311775277942134686102431157785784086585322 0.03422023953945245268392563793645729205593868204813384276904682580054619209346628211956398163785048355
1 -1.2 -0.3321055754780052371066006054767762680704533171337703493649655296481996948101281528769194068587797344 0.04218293890307637179544177916966818818636997681185101616503832330928673556759632323732639803058309491
1 -1 -0.405082383830825896142338817061983148297345981301794212875715213559014683301436035001844140131302287 0.05145220890451428108936985444011332381553396120554685202886868533693463218058742346351171457741645893
